label,text
0,"Tuan Kevin kae yen omongan alus, njawani banget."
2,"Tuan Kevin menika yen criyosan alus, njaweni sanget"
0,Tuan Kevin saka Amerika ngajawa perlu sinau joged lan karawitan.
2,Tuan Kevin saking Amerika ngajawi perlu sinau joged kaliyan karawitan.
0,Jenggotipun mbah buyut dawa banget nganti tekan ing dhadha.
1,Gumbalane eyang buyut dawa banget nganti tekan ing jaja.
2,Jenggotipun mbah buyut panjang sanget ngantos dumugi ing dhadha.
3,Gumbalanipun eyang buyut panjang sanget ngantos dumugi ing jaja.
0,"Jagad iku jembar, yen langit dhuwur."
2,"Jagad menika wiyar, yen langit inggil."
0,"Mas Tana iku jenenge cilik Sumartana, denen jenenge tuwa Adi Sumartana."
1,"Mas Tana iku asmane cilik Sumartana, denen asmane tuwa Adi Sumartana."
2,"Mas Tana menika namanipun alit Sumartana, dene namanipun sepuh Adi Sumartana."
3,"Mas Tana menika asmanipun alit Sumartana, dene asmanipun sepuh Adi Sumartana."
0,"Wah…. njero peteng, apa ora ana diyane?"
2,"Wah… nglebet peteng, menapa boten wonten dilahipun?"
0,"O… diyane mati, mula njeron ngomah peteng."
2,"O.. dilahipun pejah, mila nglebet griya peteng."
0,"Nalika lemarine dibukak, njerone ana tikuse."
2,"Nalika lemantunipun dipunbikak, nglebetipun wonten tikusipun."
0,Kowe dadiya kancil jogedan ana ing kebon timun!
1,Panjenengan dadi kancil beksan ana ing kebon timun!
2,Sampeyan dados kacil jogedan wonten ing kebon timun!
3,Panjenengan dados kancil beksan wonten ing kebon timur!
0,Enggonmu joged kancil apik banget.
1,Enggon panjenengan mbeksa kancil apik banget.
2,Enggen sampeyan njoged kancil sae sanget.
3,Enggen panjenengan mbeksa kancil sae sanget.
0,"Aku sing ngendhang, kowe sing njogedi."
1,"Adalem sing ngendhang, panjenengan sing mbeksani."
2,"Kula ingkang ngendhang, sampeyan ingkang njogedi."
3,"Adalem ingkang ngendhang, panjenengan ingkang mbeksani."
0,"Apa kowe duwe jungkat, aku nyilih sadhela!"
1,"Apa panjenengan kagungan pethat, adalem nyuwun ngampil sadhela?"
2,"Menapa sampeyan gadhah serat, kula nyambut sakedhap?!"
3,"Menapa panjenengan kagungan pethat, adalem nyuwun ngampil sakedhap?!"
0,Buku-bukune wis kajupukan banjur kagawa mulih.
1,Buku-bukune wis kapundhutan banjur kaampil kondur.
2,Buku-bukunipun sampun kapendhetan lajeng kabekta mantuk.
3,Buku-bukunipun sampun kapundhutan lajeng kaampil kondur.
0,"Aku duwe kanca dhek cilik seneng njejupuk, lha kok saiki dadi pastur."
2,"Kula gadhah kanca, rikala alit seneng memendhet, lha kok samenika dados pastur."
0,"Dheweke bakal sukses apa ora, kabeh mau gumantung marang katemenan."
2,"Piyambakipun badhe sukses utawiboten, sadaya wau gumantung dhateng katemenan."
0,"Ayo kabeh wae diaturi mlebu, arep dikon mangan!"
2,"Mangga sadaya kemawon dipunaturi mlebet, badhe dipun-ken nedha!"
0,"Bingkil kae ngabehi, ndandani mesin apa wae bisa."
2,"Bingkil menika nyadayani, ndandosi mesin menapa kemawon saged."
0,"Para kanca sakabehe, aku seneng banget kowe padha teka mrene."
2,"Para kanca sadayanipun, kula seneng sanget sampeyan sami dhateng mriki."
0,"Sing wigati bocahe bisaa katampa, rembug sakabehane dak-pasrahake kowe!"
2,"Ingkang wigatos larenipun saged katampi, rembag samudayanipun kula pasrahaken sampeyan."
0,"Ora prelu nggawa obor, amarga bengi iki kabener padhang bulan."
2,"Boten prelu mbekta obor, amargi dalu menika kaleres pajar surya (padhang bulan)."
0,"Dheweke iku kabener pamanku, amarga isih adhine Bapak."
2,"Piyambakipun menika kaleres paman kula, amargi taksih adhinipun Bapak."
0,"Klambiku iku potongane kabeneran banget, dianggo kepenak."
2,"Rasukan kula menika potonganipun kaleresan sanget, dipun angge sekeca."
0,"Mara, iki tisune dianggo kacu!"
1,"Sumangga, iki tisune diagem usap asta!"
2,"Mangga, menika tisunipun dipunangge kacu!"
3,"Sumangga, menika tisunipun dipunagem usap asta!"
0,"Kagawa saka gedhene rasa tanggungjawab, dheweke gelem tombok kanthi eklas."
2,"Kabekta saking agengipun raos tanggeljawab, piyambakipun purun tombok kanthi eklas."
0,"Dak-kandhani aja kaget, kowe oleh juwara siji."
1,"Adalem aturi priksa aja kejot, panjenengan oleh juwara siji."
2,"Kula criyosi sampun kaget, sampeyan angsal juwara satunggal."
3,"Adalem aturi priksa sampun kejot, panjenengan angsal juwara satunggal."
0,Dhik Tana melu kakange lunga menyang Kebumen.
1,Dhik Tana ndherek rakane (ingkang raka) tindak menyang Kebumen.
2,Dhik Tana tumut kakangipun kesah dhateng Kebumen.
3,Dhik Tana ndherek rakanipun (ingkang raka) tindak dhateng Kebumen.
0,Mbah lanang ngundang kakangku dikon mijeti
1,Eyang kakung nimbali kakang adalem didhawuhi meteki
2,Mbah jaler ngundang kakang kula dipun-ken mijeti.
3,Eyang kakung nimbali kakang adalem dipundhawuhi meteki
0,Kakangmu ana ing ngomah apa lelungan?
1,Raka panjenengan (ingkang raka) ana ing dalem apa tindakan?
2,Kakang sampeyan wonten ing griya menapa kesahan?
3,Raka panjenengan (ingkang raka) wonten ing dalem menapa tindakan?
0,"Adhuh, jangane kakehan uyah, asin banget."
2,"Adhuh, janganipun kekathahen sarem, asin sanget."
0,"Adhuh, anggonmu njupukake sega kakehen, dielongi!"
2,"Adhuh, anggen sampeyan mendhetaken sekul kekathahen, dipunelongi!"
0,Pahargyane wis kalakon kanthi gangsar lan slamet.
2,Pahargyanipun sampun kalampahan kanthi gangsar lan wilujeng.
0,"Alkamdulilah, saiki aku wis kalakon duwe anak lanang!"
2,"Alkamdulilah, samenika kula sampun kalampahan gadhah anak jaler!"
0,Bu Dewi wis dandan nganggo kalung barleyan.
1,Bu Dewi wis busana ngagem sangsangan barleyan.
2,Bu Dewi sampun dandos ngangge kalung barleyan.
3,Bu Dewi sampun busana ngagem sangsangan barleyan.
0,Siti kandha marang Bu Guru manawa gambarane wis rampung.
2,Siti matur dhateng Bu Guru manawi gambarane sampun rampung.
0,Siti kandha marang adhine yen nggambar woh-wohan oleh biji wolu.
2,Siti criyos dhateng adhinipun yen nggambar woh-wohan angsal biji wolu.
0,"Kandhane Siti marang Bu Guru : ""Bu, gambaran adalem sampun rampung."""
2,"Ature Siti marang Bu Guru : ""Bu, gambaran adalem sampun rampung."""
0,"Kandhane Siti marang Srini :""Sri, iki lho, gambarku oleh wolu."""
2,"Criyosipun Siti dhateng Srini:""Sri, iki lho, gambarku oleh wolu."""
0,Pak Tama lagi kandha marang Bapak Bupati manawa dhayoh saka Jakarta wis pada teka.
1,Pak Tama lagi munjuk marang Bapak Bupati manawa dhayoh saka Jakarta wis pada rawuh.
2,Pak Tama lagi matur dhateng Bapak Bupati manawi tamu saking Jakarta sampun sami dhateng.
3,Pak Tama saweg munjuk dhateng Bapak Bupati manawitamu saking Jakarta sampun sami rawuh.
0,Bapak Bupati kandha yen kandhane Pak Tama uga arep dikandhakake marang Ibu Bupati.
1,Bapak Bupati ngandhika yen ature Pak Tama uga arep diandhikake marang Ibu Bupati.
2,Bapak Bupati criyos yen aturipun Pak Tama ugi badhe dipuncriyosaken dhateng Ibu Bupati.
3,Bapak Bupati ngandhika yen aturipun Pak Tama ugi badhe dipunandikakaken dhateng Ibu Bupati.
0,Kandhane Pak Tama iku agawe seneng atine Bapak Bupati.
1,Unjuke Pak Tama iku agawe rena panggalihe Bapak Bupati.
2,Ature Pak Tama menika adamel seneng manahipun Bapak Bupati.
3,Unjukipun Pak Tama menika adamel rena panggalihipun Bapak Bupati.
0,"Kandhane Bapak Bupati karo ngadeg sanalika lan ngguyu : ""Wah, anggonku ngarep-ngarep wis wiwit mau!"""
1,"Pangandikane Bapak Bupati karo jumeneng sanalika ngguyu : ""Wah, anggonku ngarep-arep wis wiwit mau!"""
2,"Criyosipun Bapak Bupati kaliyan ngadeg sanalika lan gumujeng : ""Wah, anggonku ngarep-arep wis wiwit mau!"""
3,"Pangandhikanipun Bapak Bupati kaliyan jumeneng sanalika lan gumujeng : ""Wah, anggonku ngarep-arep wis wiwit mau!"""
0,"Wong Jawa kok ora ngerti Gathutkaca, kang iku sing kerep nonton wayang!"
2,"Tiyang Jawi kok boten ngertos Gathutkaca, ingkang menika perlu asring ningali ringgit!"
0,"Yen kowe arep mungsuh Raden Arya Gathutkaca, kang ngati-ati!"
2,"Yen sampeyan badhe mengsah Raden Arya Gathutkaca, ingkang ngatos-atos!"
0,Raden Janaka wis kangen marang bojone Dewi Wara Sumbadra.
1,Raden Janaka wis kapang marang garwane Dewi Wara Sumbadra.
2,Raden Janaka sampun kangen dhateng semahipun Dewi Wara Sumbadra.
3,Raden Janaka sampun kepang dhateng garwanipun Dewi Wara Sumbadra.
0,Dewi Wara Sumbadra kangen banget marang anake lanang Raden Abimanyu.
1,Dewi Wara Sumbadra oneng banget marang putrane kakung Raden Abimanyu.
2,Dewi Wara Sumbadra kangen sanget dhateng anakipun jaler Raden Abimanyu.
3,Dewi Wara Sumbadra oneng sanget dhateng putranipun kakung Raden Abimanyu.
0,Klambi kuwi yen kanggo nyambut gawe ing kantor isih apik
1,Ageman rasukan kuwi yen kagem ngasta gawe ing kantor isih apik
2,Rasukan menika yen kangge nyambut damel gawe ing kantor taksih sae
3,Ageman rasukan menika yen kagem ngasta ing kantor taksih sae.
0,Enya dak wenehi tas kanggo nyambut gawe ing kantor.
1,Sumangga adalem caosi tas kagem ngasta ing kantor.
2,Mangga kula sukani tas kangge nyambut damel ing kantor.
3,Sumangga adalem caosi tas kagem nyambut damel ing kantor.
0,Pakarangane omah iki jembar.
2,Pakawisipun griya menika wiyar.
0,Aku wis mangerti marang karepmu.
1,Adalem wis mangarti marang karsa panjenengan.
2,Kula sampun mangertos dhateng kajeng sampeyan.
3,Adalem sampun mangertos dhateng karsa panjenengan.
0,Aku karo kowe dikon mlebu
2,Kula kaliyan sampeyan dipun-ken mlebet
0,Sepur karo bis karcise murah endi?
2,Sepur kaliyan bis karcisipun mirah pundi?
0,Aja memangan karo mlaku!
2,Sampun nenedha kaliyan mlampah!
0,Saiki Darman wis karuhan papane nyambut gawe.
2,Samenika Darman sampun kantenan papanipun nyambut damel.
0,"Wah, wah, iki ana semut ora karuwan akehe!"
2,"Wah, wah, menika wonten semut boten kantenan kathahipun!"
0,"Kamarmu kae bukune ora karu-karuwan, daktatane!"
2,"Kamar sampeyan menika bukunipun boten kanten-kantenan, kula tatanipun!"
0,Panjalukku iku mung katur marang dheweke.
1,Panyuwun adalem iki mung konjuk marang panjenengan.
2,Panedha kula menika namung katur dhateng piyambakipun 
3,Panyuwun adalem menika namung konjuk dhateng panjenenganipun.
0,Kathokmu reged iku amarga nglungguhi apa?
1,Lancingan panjenengan reged menika amarga nglenggahi apa?
2,Kathok sampeyan reged menika amari nglenggahi menapa?
3,Lancingan panjenengan reged menika amarga nglenggahi menapa?
0,Aku tangi kawanan nganti jam sanga.
2,Kula tangi kasiyangan ngantos pukul sanga.
0,Yen kowe teka kawanen kantore wis tutup.
2,Yen sampeyan dhateng kesiyangan kantoripun sampun tutup.
0,Lelabuhanmu wis kaweruhan dening pangarsaning yayasan iki.
1,Lelabuhan panjenengan wis kapriksan dening pangarsaning yayasan iki.
2,Lelabetan sampeyan sampun kasumerepan dening pangarsaning yayasan menika.
3,Lelabetan panjenengan sampun kapriksan dening pangarsaning yayasan menika.
0,Saiki wis kaweruhan jebul anak lanangmu kae baut ngarang basa Jawa.
1,Saiki wis kaweruhan jebul ingkang putra kakung kae baut ngarang basa Jawa.
2,Samenika sampun kasumerepan anak jaler sampeyan menika baut ngarang basa Jawi.
3,Samenika sampun kasumerepan jebul ingkang putra menika kae baut ngarang basa Jawi.
0,Para wadya raseksa keh kang tumiba ing kanin.
2,Para wadya denawa kathah ingkang sami tatu.
0,"Kehing kang bala tantra, mbaludag lir jalanidhi."
2,Kathahipun wadyabala mbludag kados saganten.
0,Wimbuh weh martana sakehing dumadi.
2,Wewah nyukani katentreman sakathahing dumados.
0,Wong tuwa perlu tanggap arang anak wadon kang wis kel.
1,Wong tuwa perlu tanggap marang putra-putri kang wis tarab.
2,Tiyang sepuh perlu tanggap dhateng anak estri ingkang sampun kel.
3,Priyantun sepuh perlu tanggap dhateng putra putri ingkang sampun tarab.
0,"Pulpenku keri, keling-kelingan wis tekan kantor."
2,"Pulpen kula kantun, kenget-kengetan sampun dumugi kantor."
0,Sang Pangeran keburu-buru mungsuh banjur lumebu alas.
2,Sang Pangeran kebujeng-bujeng mengsah lajeng lumebet wana.
0,Adimu keburu-buru lunga nganti dhompete keri.
2,Rayi sampeyan kebujeng-bujeng kesah ngantos dhompetipun kantun.
0,"Cekelna pitikmu, ora susah milih-milih, sakecekele wae!"
2,"Sampeyan cepengaken ayam sampeyan, boten susah milih-milih, sakecepengipun kemawon!"
0,Pitik kuwi arep dak-oyak sakecekele!
2,Ayam menika badhe kula oyak sakecepengipun.
0,Embah wadon biyen sok mung nganggo jarit karo kemben.
1,Eyang putri biyen sok mung ngagem nyamping karo kasemekan.
2,Embah estri rumiyin asring namung ngangge sinjang kaliyan kemben.
3,Eyang putri rumiyin asring namung ngagem nyamping kaliyan kasemekan.
0,"Menawa untune lara, coba kemu banyu uyah."
1,"Manawa wajane gerah, coba kembeng banyu uyah."
2,Manawi untunipun sakitcobi kemu toya sarem!
3,"Manawi wajanipun gerah, cobi kembeng toya sarem!"
0,Kowe ora kena adus ana ing kali!
2,Sampeyan boten kenging adus wonten ing lepen!
0,"Yen omah iki arep dienggoni, kena-kena wae!"
2,"Yen griya menika badhe dipunenggeni, kengang-kenging kemawon!"
0,Aku nutup lawang kok ora kena-kena.
2,Kula nutup konten kok boten kenging-kenging.
0,Embah lanang lungguh sila dikepung anak-putune.
2,Embah jaler lenggah sila dipunkepang anak-putunipun.
0,Tumpenge dikepung anak-putu kabeh.
2,Tumpengipun dipunkepang anak-putu sadaya.
0,Aku kerep liwat dalan iki.
2,Kula asring langkung margi menika.
0,Wit ing pinggir dalam iki kerep banget. 
2,Wit ing pinggir margi menika kerep sanget.
0,Temantene lanang dandan cara Jawa nganggo keris barang.
1,Temantene kakung busana cara Jawa ngagem wangkingan barang.
2,Temantenipun jaler dandos cara Jawi ngangge dhawung menapa.
3,Temantenipun kakung busana cara Jawi ngagem wangkingan menapa.
0,Sing masang kijing ing kuburan wong papat.
1,Sing masang sekaran ing pasarean wong papat.
2,Ingkang masang kijing ing kuburan tiyang sekawan.
3,Ingkang masang sekaran ing pasarean tiyang sekawan.
0,Kirane iki mengko udan.
2,Kintenipun menika mangke jawah.
0,Manawa sakira udan ora susah lunga wae!
2,Manawi sakinten jawah boten susah kesah kemawon!
0,Sing teka kira-kira wong seket.
2,Ingkang dhateng kinten-kinten tiyang seket.
0,Soale ujian angele ora kira-kira.
2,Soalipun ujian angelipun boten kinten-kinten.
0,Bu Tanti senengane tuku klambi ijo.
1,Bu Tanti senengane mundhut ageman rasukan ijo.
2,Bu Tanti remenanipun tumbas rasukan ijem.
3,Bu Tanti remenanipun mundhut ageman rasukan ijem.
0,Sing klambi ijo lagi mlaku-mlaku kae sapa?
1,Sing ageman rasukan ijo lagi tindak-tindak kae sapa?
2,Ingkang rasukan ijem saweg mlampah-mlampah menika sinten?
3,Ingkang ageman rasukan ijem saweg tindak-tindak menika sinten?
0,"Yen arep kok-gawa, klambine wis dadi."
1,"Yen arep panjenengan ampil, ageman rasukan wis dadi."
2,"Yen badhe sampeyan bekta, rasukanipun sampun dados."
3,"Yen badhe panjenengan ampil, agemanipun rasukan sampun dados."
0,"Kandhane Pak Dokter, konthol iku basa Latine scrotum."
1,"Ngandikane Pak Dokter, plandhungan iku basa Latine scrotum."
2,"Criyosipun Pak Dhokter, konthol menika basa Latinipun scrotum."
3,"Ngandikanipun Pak Dhokter, plandhungan menika basa Latinipun scrotum."
0,Apa kowe mau kongkon Mas Rasa ngundang aku?
1,Apa panjenengan mau ngutus Mas Rasa nimbali adalem?
2,Menapa sampeyan wau kengken Mas Rasa ngundang kula?
3,Menapa panjenengan wau ngutus Mas Rasa nimbali adalem?
0,Kowe arep lunga menyang ngendi?
1,Panjenengan arep tindak menyang ngendi?
2,Sampeyan badhe kesah dhateng pundi?
3,Panjenengan badhe tindak dhateng pundi?
0,Bu Rini tuku sampo arep kanggo kramas.
1,Bu Rini mundhut sampo arep kagem jamas
2,Bu Rini tumbas sampo badhe kangge kramas
3,Bu Rini mundhut sampo badhe kagem jamas.
0,Mbak Rini ndeleng kukune sing lagi wae dikuteks.
1,Mbak Rini mriksani kenakane sing lagi wae dikuteks.
2,Mbak Rini ningali kukunipun ingkang saweg kemawon dipunkuteks
3,Mbak Rini mriksani kenakanipun ingkang saweg kemawon dipunkuteks.
0,"Kursi iki oyag-ayig, dandanana supaya kukuh!"
2,"Kursi menika oyag-ayig, sampeyan dandosi supados kekah!"
0,"Atimu kudu kukuh, aja nganti lemah iki di-dol!"
2,"Manah sampeyan kedah kekah, sampun ngantos siti menika dipunsade!"
0,"Yen gelem, kulaka kacang ana ing Wanasari!"
1,"Yen kersa, panjenengan kulak kacang ana ing Wanasari!"
2,"Yen purun, sampeyan kilak kacang wonten ing Wanasari!"
3,"Yen kersa, panjenengan kilak kacang wonten ing Wanasari!"
0,"Yen arep, kacangku sing iki kulaken!"
1,"Yen kersa, kacang adalem sing iki panjenengan kulak!"
2,"Yen ajeng, kacang kula ingkang menika sampeyan kilak!"
3,"Yen kersa, kacang adalem ingkang menika panjenengan kilak!"
0,"Muride isih kurang, ana sing durung mlebu."
2,"Muridipun taksih kirang, wonten ingkang dereng mlebet."
0,"Saiki durung jam siji, isih kurang limang menit."
2,"Samenika dereng pukul satunggal, taksih kirang gangsal menit."
0,"Jogede Mbak Sri wis apik, mung kurang luwes."
2,"Jogedipun Mbak Srisampun sae, namung kirang luwes."
0,Aku mung kuwat nggawa beras setengah kwintal.
2,Kula namung kiyat mbekta uwos setengah kwintal.
0,"Sing awake kuwat, nggawa beras sakwintal."
2,"Ingkang badanipun kiyat, mbekta uwos sakwintal."
0,Aku dadi guru ana ing gunung kuwat sapuluh taun.
2,Kula dados guru wonten ing redi kiyat sadasa taun.
0,Wit gedhang sing dhoyong iku congkogen kanggo kuwat-kuwat.
2,Wit pisang ingkang dhoyong menika sampeyan congkog kangge kiyat-kiyat.
0,Para mudha suka lila labuh pati mbela nagara.
2,Para mudha suka lila labet pejah mbela nagari.
0,Praune wis labuh ing palabuhan.
2,Baitanipun sampun labuh ing palabuhan.
0,"Mas Prapta lagi laden, pasangane Mbak Prapti."
2,"Mas Prapta saweg lelados, pasanganipun Mbak Prapti"
0,"Aku dititipi bocah cilik, malah mung dadi laden."
2,"Kula dipuntitipi lare alit, malah namung dados ladosan."
0,"Ana pawarta nojomu bayen, lair lanang apa wadon?"
1,"Ana pawarta ingkang garwa babaran, miyos kakung apa putri?"
2,"Wonten pawartos semah sampeyan bayen, lair jaler menapa estri?"
3,"Wonten pawartos ingkang garwa babaran, miyos kakung menapa putri?"
0,Lair batin aku seneng sawise kalakon kowe duwe anak.
2,Lair batos kula remen sasampunipun sampeyan kalampahan gadhah anak.
0,"Mbakyu Tinah, lakimu ana ing omah apa ora."
1,"Mbakyu Tinah, ingkang garwa ana ing dalem apa ora?"
2,"Mbakyu Tinah, semah sampeyan wonten ing griya menapa boten?"
3,"Mbakyu Tinah, ingkang garwa wonten ing griya menapa boten?"
0,Mbakyu Tinem sida laki oleh Mas Tarna anake Pak Truna. 
1,Mbakyu Tinem sida krama oleh Mas Tarna putrane Pak Truna. 
2,Mbakyu Tinem estu emah-emah angsal Mas Tarna anakipun Pak Truna. 
3,Mbakyu Tinem estu krama angsal Mas Tarna putranipun Pak Truna. 
0,Jare kowe duwe buku wacan bab wong laki irah-irahe Asmaragama.
1,Ngandikane panjenengan kagungan buku wacan bab wong saresmi irah-irahe Asmaragama.
2,Criyosipun sampeyan gadhah buku waosan bab tiyang laki irah-irahipun Asmaragama.
3,Ngandikanipun panjenengan kagungan buku waosan bab tiyang saresmi irah-irahipun Asmaragama.
0,Dheweke iku ora nganggo lipstik wae lambene wis abang.
1,Panjenengan iku ora ngagem lipstik wae lathine wis abang.
2,Piyambakipun menika boten ngangge lipstik kemawon lamebenipun sampun abrit.
3,Panjenenganipun menika boten ngagem lipstik kemawon lathinipun sampun abrit.
0,"Aja lungguh ing lambe sumur kuwi, mutawatiri!"
2,"Sampun lenggah ing lambe sumur menika, mutawatosi!"
0,Embah buyut wis tuwa banget nanging ora tau lara.
1,Eyang buyut wis tuwa banget nanging ora tau gerah.
2,Embah buyut sampun sepuh sanget nanging boten nate sakit.
3,Eyang buyut sampun sepuh sanget nanging boten nate gerah.
0,Dilarakake anak sawengi wae aku kesel banget.
2,Dipunsakitaken anak sadalu kemawon kulo kesel sanget.
0,"Kowe aja lara ati, aku ora mampir amarga kesusu kuliah."
1,"Panjenengan aja gerah panggalih, adalem ora mampir, amarga kesusu kuliah."
2,"Sampeyan sampun sakit manah, kula boten mampir, amargi kesesa kuliah."
3,"Panjenengan sampun gerah panggalih, adalem boten mampir, amargi kesesa kuliah."
0,"Sepatu iki larang, nanging kualitase apik."
2,"Sepatu menika awis, nanging kualitasipun sae."
0,"Mbak Ajeng awake lemu banget, nganti sandhangane padha sesak."
1,"Mbak Ajeng salirane sugeng banget, nganti agemane padha sesak."
2,"Mbak Ajeng badanipun lema sanget, ngantos panganggenipun sami sesak."
3,"Mbak Ajeng saliranipun sugeng sanget, ngantos agemanipun sami sesak."
0,"Peyeke wis diplastiki, sing tipis liman sing kandel puluhan."
2,"Peyekipun sampun dipunplastiki, ingkang tipis gangsalan, ingkang kandel dasanan."
0,Bukune didum marang murid-murid nglima.
2,Bukunipun dipundum dhateng murid-murid nggangsal.
0,Bapakmu kae dikon linggih ing ngarep wae!
1,Ingkang rama kae diaturi pinarak ing ngarep wae!
2,Bapak sampeyan menika dipunken lenggah ing ngajeng kemawon!
3,Ingkang rama menika dipunaturi pinarak ing ngajeng kemawon!
0,"Yen kowe seneng jamku iki, ayo liron!"
2,"Yen sampeyan seneng jam kula menika, mangga linton (lintonan)!"
0,"Ayo liron anggon pit, aku butuh sing ono boncengane!!"
2,"Mangga linton anggen pit, kula betah ingkang wonten boncenganipun!!"
0,"Ayo nrabas wae luwih cedhak, ora liwat dalan gedhe!"
2,"Mangga nrabas kemawon langkung celak, boten langkung margi ageng!"
0,"Kirimanmu wis tekan, ora liwat aku mung ngaturake agunging panuwun."
2,"Kiriman sampeyan sampun dumugi, boten langkung kula namung ngaturaken agening panuwun."
0,Kakangmu kae yen omong lucu lan nyenengake.
1,Ingkang raka menika yen ngendhika cucud lan nyenengake.
2,Kakang sampeyan menika manawi criyos lucu lan nyenengaken.
3,Ingkang raka menika yen ngandika cucud lan nyenengaken.
0,"Jeng Srini aja nangis, linggih kene luhe dilap!"
1,"Jeng Srini aja muwun, pinarak kene waspane dilap!"
2,"Jeng Srini sampun nangis, lenggah ngriki luhipun dipun lap!"
3,"Jeng Srini sampun muwun, pinarak ngriki, waspanipun dipunlap!"
0,Pangabektiku katur Bapak Martana kang pilungguh ing desa Gamping.
1,Pangabektiku katur Bapak Martana kang pilenggah ing desa Gamping.
2,Pangabekti kula katur Bapak Martana ingkang pilenggah ing dhusun Gamping.
3,Pangabekti adalem katur Bapak Martana ingkang pidalem ing dusun Gamping!
0,Sapa sing linggih ing buri ayo maju!
2,Sinten ingkang lenggah ing wingking mangga majeng!
0,Adhiku maju ing lomba tembang macapat!
2,Adhi kula majeng ing lomba tembang macapat.
0,Pambangunan ing Kabupaten kene maju banget.
2,Pambangunan ing Kabupaten ngriki majeng sanget
0,Dhayohe lagi mangan lan ngombe bebarengan.
1,Dhayohe lagi dhahar lan ngunjuk bebarengan.
2,Tamunipun saweg nedha lan ngombe sesarengan.
3,Tamunipun saweg dhahar lan ngunjuk sesarengan.
0,Suk kapan bapakmu sida mangkat menyang Arizona?
1,Suk kapan ingkang rama sida jengkar menyang Arizona?
2,Benjing menapa bapak sampeyan saestu bidhal dhateng Arizona?
3,Benjing menapa ingkang rama saestu jengkar dhateng Arizona?
0,"Saiki dheweke wis mari, ora tau kluyuran saben bengi."
2,"Samenika piyambakipun sampun mantun, boten nate kluyuran saben dalu."
0,"Jarene bapakmu lara, wis mari apa durung?"
1,"Ngandikane ingkang rama gerah, wis dhangan apa durung?"
2,"Criyosipun bapak sampeyan sakit, sampun mantun menapa dereng?"
3,"Ngandikanipun ingkang rama gerah, sampun dhangan menapa dereng?"
0,Aku arep ngirim adhimu sing wis mati.
1,Adalem arep nyekar ingkang rayi sing wis seda.
2,Kula badhe ngintun rayi sampeyan ingkang sampun pejah.
3,Adalem badhe nyekar ingkang rayi ingkang sampun seda.
0,"Kok ora mau-mau kandha ren arep mulih, saiki wis wengi ora ana bis."
2,"Kok boten wau-wau criyos yen badhe mantuk, samenika sampun dalu boten wonten bis."
0,"Wah, udane deres banget mawa angin lan bledheg."
2,"Wah, jawahipun deres sanget mawi angin lan bledheg."
0,"Adhuh, aku midak mawa, panas banget."
2,"Adhuh, kula midak mawa, benter sanget."
0,"Ya mawa-mawa udane, yen deres banget kene iki trocoh."
2,"Inggih mawi-mawi jawahipun, yen deres sanget, ngriki menika trocoh."
0,"Wong wis tuwek ngana kok bojone ayu banget, sajake mawa-mawa."
2,"Tiyang sampun sepuh sanget makaten kok semahipun ayu sanget, sajakipun mawi-mawi."
0,Bojomu karipan kae apa mau bengi melu lek-lekan?
1,Ingkang garwa karipan kae apa mau bengi melu wungon?
2,Semah sampeyan karipan menika menapa wa dalu tumut lek-lekan?
3,Ingakang garwa karipan menika menapa wau dalu tumut wungon?
0,Kuburan iku papan kanggo mendhem mayit.
1,Pasarean iku papan kagem metak layon.
2,Kuburan menika papan  kangge mendhem jisim.
3,Pasarean menika papan kagem metak layon.
0,Aku mendhem pelok ana ing kebon suwe-suwe rak thukul.
2,Kula mendhem pelok wonten ing kebon dangu-dangu rak thukul.
0,"Anakmu kae kok lagi mulih, mentas saka ngendi?"
2,"Anak sampeyan menika kok saweg mantuk, nembe saking pundi?"
0,Bu Brata meruhi dhewe yen aku sing mitulungi anake.
1,Bu Brata mriksani piyambak yen adalem sing mitulungi putrane.
2,Bu Brata nyemerepi piyambak yen kula ingkang mitulungi anakipun.
3,Bu Brata mriksani piyambak yen adalem ingkang mitulungi putranipun.
0,Ibu Kepala Sekolah wis meruhi layang dhines sing dakwenehke mau.
1,Ibu Kepala Sekolah wis ngawuningani layang dhines ingkang adalem caosake mau.
2,Ibu Kepala Sekolah sampun nyumerepi serat dhines ingkang kula sukakaken wau.
3,Ibu Kepala Sekolah sampun ngawuningani serat dhines ingkang adalem caosaken wau.
0,Bojone wis meteng telung sasi.
1,Garwane wis mbobot telung sasi.
2,Semahipun sampun wawrat tigang wulan.
3,Garwanipun sampun mbobot tigang wulan.
0,Nalika Bu Ambar metengake kowe aku isih sekolah.
1,Nalika Bu Ambar mbobotake panjenengan adalem isih sekolah.
2,Nalika Bu Ambar mawrataken sampeyan kula taksih sekolah.
3,Nalika Bu Ambar mbobotaken panjenengan adalem taksih sekolah.
0,Kae Bapak Camat wis metu arep lunga menyang Kabupaten nunggang mobil.
1,Kae Bapak Camat wis miyos arep tindak Kabupaten nitih mobil.
2,Menika Bapak Camat sampun medal badhe kesah dhateng Kabupaten numpak mobil.
3,Menika Bapak Camat sampun miyos badhe tindak dhateng Kabupaten nitih mobil.
0,Rambutan iki sakilo regane mirang ewu rupiyah?
2,Rambutan menika sakilo reganipun minten ewu rupiyah?
0,Mbak Rini lagi misuhi tangane sing gupak angus.
